amplitude,int1,int5,int7
0.075,-6.59037155229165e-05,0.00021544546990381178,-0.0012322003247114265
amplitude,int1,int5,int7
0.0,1.0311643833726991e-09,-6.537590710506809e-09,9.523765865236234e-08
amplitude,int1,int5,int7
0.1,-7.653102417774085e-05,0.0032753700990759437,0.002455863048646674
amplitude,int1,int5,int7
0.05,-4.7995704026341216e-05,-0.00011926969431158834,-0.001800292103046868
amplitude,int1,int5,int7
0.025,-2.945406829103046e-05,-4.4306695076191115e-05,-0.0011728273544173834
